date,total_leads,dm_leads,organic_leads,year,month,day,dow,dow_name,week_num,is_weekend,is_saturday,is_sunday,day_of_season,temp_max,temp_min,temp_mean,precip_in,snowfall_in,snow_depth,sunshine_hrs,rain_in,wind_max_mph,solar_radiation
2025-02-26,109,17,92,2025,2,26,2,Wednesday,9,False,False,False,11,56.2,34.6,45.3,0.071,0.0,0.005,9.749638888888889,0.071,12.6,14.19
2025-02-27,101,15,86,2025,2,27,3,Thursday,9,False,False,False,12,56.6,42.4,47.6,0.063,0.0,0.0,0.8361138888888889,0.063,12.7,5.22
2025-02-28,94,26,68,2025,2,28,4,Friday,9,False,False,False,13,48.6,34.6,42.2,0.0,0.0,0.0,10.395,0.0,12.6,15.91
2025-03-01,58,34,24,2025,3,1,5,Saturday,9,True,True,False,14,59.2,25.2,42.7,0.0,0.0,0.0,10.358388888888888,0.0,21.4,15.58
2025-03-02,55,29,26,2025,3,2,6,Sunday,9,True,False,True,15,33.1,17.6,25.2,0.0,0.0,0.0,10.482680555555556,0.0,13.6,17.82
2025-03-03,206,99,107,2025,3,3,0,Monday,10,False,False,False,16,37.5,21.5,28.7,0.0,0.0,0.0,10.501661111111112,0.0,8.5,17.51
2025-03-04,201,81,120,2025,3,4,1,Tuesday,10,False,False,False,17,55.6,28.4,41.9,0.0,0.0,0.0,8.520508333333334,0.0,13.0,13.24
2025-03-05,157,56,101,2025,3,5,2,Wednesday,10,False,False,False,18,57.4,46.3,52.5,0.839,0.0,0.0,0.0,0.839,23.5,3.7
2025-03-06,123,33,90,2025,3,6,3,Thursday,10,False,False,False,19,52.2,34.4,42.5,0.004,0.0,0.0,10.526433333333335,0.004,20.6,15.04
2025-03-07,169,56,113,2025,3,7,4,Friday,10,False,False,False,20,47.6,29.8,39.5,0.0,0.0,0.0,10.443769444444444,0.0,18.2,18.8
2025-03-08,72,29,43,2025,3,8,5,Saturday,10,True,True,False,21,44.2,34.5,39.5,0.008,0.0,0.0,10.59452777777778,0.008,15.4,16.71
2025-03-09,47,13,34,2025,3,9,6,Sunday,10,True,False,True,22,52.2,25.6,39.8,0.0,0.0,0.0,10.672619444444445,0.0,19.1,16.71
2025-03-10,309,145,164,2025,3,10,0,Monday,11,False,False,False,23,61.8,39.2,49.1,0.0,0.0,0.0,10.675769444444443,0.0,8.6,18.91
2025-03-11,330,186,144,2025,3,11,1,Tuesday,11,False,False,False,24,63.7,36.6,50.7,0.0,0.0,0.0,10.756374999999998,0.0,11.0,19.29
2025-03-12,235,115,120,2025,3,12,2,Wednesday,11,False,False,False,25,56.6,37.0,46.8,0.0,0.0,0.0,10.668583333333334,0.0,11.8,18.36
2025-03-13,233,103,130,2025,3,13,3,Thursday,11,False,False,False,26,54.2,36.8,43.4,0.0,0.0,0.0,10.684625,0.0,8.7,18.36
2025-03-14,197,83,114,2025,3,14,4,Friday,11,False,False,False,27,55.4,32.7,43.2,0.0,0.0,0.0,10.899430555555554,0.0,7.9,16.98
2025-03-15,88,45,43,2025,3,15,5,Saturday,11,True,True,False,28,54.6,39.7,46.9,0.0,0.0,0.0,1.8588666666666667,0.0,12.4,8.6
2025-03-16,50,16,34,2025,3,16,6,Sunday,11,True,False,True,29,65.8,48.2,59.1,0.031,0.0,0.0,1.5474027777777777,0.031,21.5,6.93
2025-03-17,446,216,230,2025,3,17,0,Monday,12,False,False,False,30,59.6,34.7,49.9,0.37,0.0,0.0,8.44908888888889,0.37,15.7,14.03
2025-03-18,372,205,167,2025,3,18,1,Tuesday,12,False,False,False,31,60.3,31.0,44.4,0.0,0.0,0.0,11.199419444444445,0.0,14.6,20.92
2025-03-19,289,167,122,2025,3,19,2,Wednesday,12,False,False,False,32,65.4,41.3,51.6,0.0,0.0,0.0,9.527191666666667,0.0,9.5,19.97
2025-03-20,230,102,128,2025,3,20,3,Thursday,12,False,False,False,33,62.3,41.2,50.1,1.055,0.0,0.0,8.653344444444445,1.055,18.2,14.36
2025-03-21,210,110,100,2025,3,21,4,Friday,12,False,False,False,34,51.3,34.7,43.8,0.012,0.0,0.0,11.333472222222222,0.012,18.8,21.71
2025-03-22,94,33,61,2025,3,22,5,Saturday,12,True,True,False,35,59.1,38.2,47.8,0.004,0.0,0.0,10.631408333333333,0.004,17.7,16.51
2025-03-23,32,15,17,2025,3,23,6,Sunday,12,True,False,True,36,48.0,27.5,38.9,0.0,0.0,0.0,11.42206111111111,0.0,12.8,21.22
2025-03-24,249,92,157,2025,3,24,0,Monday,13,False,False,False,37,53.6,39.1,46.1,0.35,0.0,0.0,2.875277777777778,0.35,12.2,5.27
2025-03-25,317,81,236,2025,3,25,1,Tuesday,13,False,False,False,38,58.2,40.5,49.8,0.004,0.0,0.0,10.367383333333335,0.004,15.6,20.03
2025-03-26,358,57,301,2025,3,26,2,Wednesday,13,False,False,False,39,49.2,34.6,42.1,0.028,0.055,0.0,8.895061111111112,0.02,15.7,15.66
2025-03-27,213,42,171,2025,3,27,3,Thursday,13,False,False,False,40,51.0,28.5,39.9,0.0,0.0,0.0,11.596350000000001,0.0,11.1,22.94
2025-03-28,128,39,89,2025,3,28,4,Friday,13,False,False,False,41,61.2,38.9,50.9,0.004,0.0,0.0,7.310474999999999,0.004,11.2,13.31
2025-03-29,98,37,61,2025,3,29,5,Saturday,13,True,True,False,42,80.4,55.8,66.8,0.0,0.0,0.0,9.721980555555556,0.0,14.4,18.19
2025-03-30,76,30,46,2025,3,30,6,Sunday,13,True,False,True,43,75.8,45.9,58.1,0.091,0.0,0.0,9.849472222222222,0.091,12.9,18.08
2025-03-31,247,91,156,2025,3,31,0,Monday,14,False,False,False,44,77.0,59.4,65.1,1.303,0.0,0.0,8.361391666666666,1.303,16.4,15.79
2025-04-01,175,53,122,2025,4,1,1,Tuesday,14,False,False,False,45,58.6,39.0,46.7,0.063,0.0,0.0,11.801969444444444,0.063,18.4,23.27
2025-04-02,168,61,107,2025,4,2,2,Wednesday,14,False,False,False,46,55.0,32.2,43.7,0.0,0.0,0.0,10.747488888888888,0.0,14.3,20.04
2025-04-03,150,40,110,2025,4,3,3,Thursday,14,False,False,False,47,73.1,46.2,62.2,0.087,0.0,0.0,0.5169,0.087,19.1,7.73
2025-04-04,105,34,71,2025,4,4,4,Friday,14,False,False,False,48,68.4,56.7,63.2,0.433,0.0,0.0,3.836091666666667,0.433,11.9,12.89
2025-04-05,19,4,15,2025,4,5,5,Saturday,14,True,True,False,49,58.1,47.8,53.5,0.134,0.0,0.0,1.0,0.134,10.4,6.9
2025-04-07,256,51,205,2025,4,7,0,Monday,15,False,False,False,51,46.6,38.6,42.3,0.272,0.0,0.0,0.0,0.272,10.7,4.65
2025-04-08,260,34,226,2025,4,8,1,Tuesday,15,False,False,False,52,43.3,31.4,38.1,0.0,0.0,0.0,11.996383333333334,0.0,20.7,21.54
2025-04-09,313,25,288,2025,4,9,2,Wednesday,15,False,False,False,53,48.0,26.0,37.4,0.0,0.0,0.0,12.0,0.0,9.6,24.45
2025-04-10,179,27,152,2025,4,10,3,Thursday,15,False,False,False,54,50.1,35.2,43.1,0.012,0.0,0.0,3.3196944444444445,0.012,12.6,10.29
2025-04-11,116,27,89,2025,4,11,4,Friday,15,False,False,False,55,44.1,40.3,42.1,0.705,0.0,0.0,0.0,0.705,14.0,3.25
2025-04-12,50,4,46,2025,4,12,5,Saturday,15,True,True,False,56,44.0,34.2,39.5,0.713,0.606,0.015,0.0,0.626,15.2,6.6
2025-04-13,41,3,38,2025,4,13,6,Sunday,15,True,False,True,57,57.6,39.7,47.8,0.0,0.0,0.0,9.303369444444444,0.0,16.0,14.64
2025-04-14,206,35,171,2025,4,14,0,Monday,16,False,False,False,58,64.0,40.3,52.7,0.004,0.0,0.0,9.466999999999999,0.004,8.4,17.61
2025-04-15,197,24,173,2025,4,15,1,Tuesday,16,False,False,False,59,63.5,44.0,55.7,0.008,0.0,0.0,6.983813888888889,0.008,21.5,16.35
2025-04-16,114,13,101,2025,4,16,2,Wednesday,16,False,False,False,60,52.4,40.9,45.9,0.0,0.0,0.0,11.0,0.0,19.7,19.18
2025-04-17,194,13,181,2025,4,17,3,Thursday,16,False,False,False,61,58.0,36.1,47.1,0.0,0.0,0.0,12.159127777777778,0.0,10.7,26.32
2025-04-18,224,24,200,2025,4,18,4,Friday,16,False,False,False,62,69.7,40.8,57.0,0.0,0.0,0.0,11.640825,0.0,15.5,22.55
2025-04-19,152,7,145,2025,4,19,5,Saturday,16,True,True,False,63,77.4,61.9,69.9,0.012,0.0,0.0,4.543683333333333,0.012,15.7,13.2
2025-04-20,85,6,79,2025,4,20,6,Sunday,16,True,False,True,64,70.2,54.0,63.1,0.0,0.0,0.0,10.89945,0.0,13.4,22.31
2025-04-21,291,29,262,2025,4,21,0,Monday,17,False,False,False,65,66.3,49.2,57.6,0.004,0.0,0.0,5.909555555555556,0.004,14.0,12.09
2025-04-22,246,18,228,2025,4,22,1,Tuesday,17,False,False,False,66,76.1,57.6,66.7,0.0,0.0,0.0,11.80335,0.0,12.4,23.95
2025-04-23,197,25,172,2025,4,23,2,Wednesday,17,False,False,False,67,76.6,50.3,63.9,0.0,0.0,0.0,12.417588888888888,0.0,10.8,26.14
2025-04-24,179,18,161,2025,4,24,3,Thursday,17,False,False,False,68,78.7,52.2,66.1,0.0,0.0,0.0,12.45436111111111,0.0,11.0,25.48
2025-04-25,253,19,234,2025,4,25,4,Friday,17,False,False,False,69,76.6,53.9,65.6,0.024,0.0,0.0,10.459122222222222,0.024,12.4,22.49
2025-04-26,58,3,55,2025,4,26,5,Saturday,17,True,True,False,70,70.3,49.5,63.9,0.425,0.0,0.0,3.251163888888889,0.425,18.7,10.81
2025-04-27,48,0,48,2025,4,27,6,Sunday,17,True,False,True,71,66.4,45.8,55.7,0.0,0.0,0.0,12.729163888888888,0.0,21.3,22.96
2025-04-28,303,24,279,2025,4,28,0,Monday,18,False,False,False,72,72.9,47.5,60.5,0.0,0.0,0.0,12.89625,0.0,8.2,27.64
2025-04-29,222,8,214,2025,4,29,1,Tuesday,18,False,False,False,73,80.8,52.1,67.2,0.0,0.0,0.0,12.558663888888889,0.0,15.5,26.02
2025-04-30,164,18,146,2025,4,30,2,Wednesday,18,False,False,False,74,77.4,59.1,70.5,0.0,0.0,0.0,11.847080555555555,0.0,12.1,26.69
2025-05-01,110,9,101,2025,5,1,3,Thursday,18,False,False,False,75,78.2,51.7,64.6,0.0,0.0,0.0,12.442941666666666,0.0,13.1,25.3
2025-05-02,91,10,81,2025,5,2,4,Friday,18,False,False,False,76,84.3,61.2,73.5,0.0,0.0,0.0,12.679266666666667,0.0,12.6,23.68
2025-05-03,42,3,39,2025,5,3,5,Saturday,18,True,True,False,77,80.8,62.9,69.7,0.543,0.0,0.0,12.059225,0.543,14.5,22.94
2025-05-04,31,0,31,2025,5,4,6,Sunday,18,True,False,True,78,67.3,61.0,63.9,0.484,0.0,0.0,1.9622,0.484,10.5,9.0
2025-05-05,104,9,95,2025,5,5,0,Monday,19,False,False,False,79,69.2,60.8,63.6,0.24,0.0,0.0,2.0516305555555556,0.24,12.5,10.33
2025-05-06,73,4,69,2025,5,6,1,Tuesday,19,False,False,False,80,70.8,58.5,62.4,0.504,0.0,0.0,8.72105,0.504,17.2,17.07
2025-05-07,70,5,65,2025,5,7,2,Wednesday,19,False,False,False,81,68.9,53.1,61.7,0.008,0.0,0.0,10.238477777777776,0.008,8.3,20.71
2025-05-08,60,9,51,2025,5,8,3,Thursday,19,False,False,False,82,75.1,55.4,64.5,0.024,0.0,0.0,12.637947222222222,0.024,9.8,23.09
2025-05-09,44,4,40,2025,5,9,4,Friday,19,False,False,False,83,59.5,48.5,55.9,0.543,0.0,0.0,5.449552777777778,0.543,13.3,10.94
2025-05-10,8,0,8,2025,5,10,5,Saturday,19,True,True,False,84,67.6,47.5,57.7,0.0,0.0,0.0,13.302169444444443,0.0,13.4,28.65
2026-02-15,15,0,15,2026,2,15,6,Sunday,7,True,False,True,0,44.4,28.3,34.7,0.213,0.772,0.126,0.16194166666666668,0.102,9.9,6.79
2026-02-16,33,1,32,2026,2,16,0,Monday,8,False,False,False,1,36.6,30.6,32.9,0.11,0.744,0.197,9.153427777777777,0.004,11.3,13.89
2026-02-17,50,1,49,2026,2,17,1,Tuesday,8,False,False,False,2,42.2,29.2,35.7,0.0,0.0,0.139,8.066794444444444,0.0,8.4,13.2
2026-02-18,52,0,52,2026,2,18,2,Wednesday,8,False,False,False,3,43.8,33.3,36.9,0.118,0.0,0.1,2.022322222222222,0.118,5.6,7.41
2026-02-19,31,0,31,2026,2,19,3,Thursday,8,False,False,False,4,43.0,33.3,35.9,0.087,0.0,0.059,3.2805,0.087,9.4,7.24
2026-02-20,31,0,31,2026,2,20,4,Friday,8,False,False,False,5,46.5,34.2,38.6,0.579,0.0,0.053,1.2851583333333332,0.579,13.0,5.09
2026-02-21,20,0,20,2026,2,21,5,Saturday,8,True,True,False,6,47.8,32.5,38.9,0.0,0.0,0.049,9.942044444444445,0.0,12.5,14.23
2026-02-22,6,0,6,2026,2,22,6,Sunday,8,True,False,True,7,36.1,29.7,33.1,0.661,3.858,0.081,0.794761111111111,0.11,17.7,2.79
2026-02-23,16,0,16,2026,2,23,0,Monday,9,False,False,False,8,34.9,28.5,31.5,0.276,1.929,0.455,1.7049361111111112,0.0,19.2,10.76
2026-02-24,32,1,31,2026,2,24,1,Tuesday,9,False,False,False,9,28.0,18.0,23.6,0.0,0.0,0.517,9.688586111111112,0.0,16.5,16.48
2026-02-25,30,0,30,2026,2,25,2,Wednesday,9,False,False,False,10,40.3,21.8,33.8,0.063,0.441,0.462,8.0,0.0,14.0,14.7
